,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
14870,DrumMania 7th Mix,16,2001.0,9,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14871,Runabout 3: Neo Age,16,2002.0,6,60,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14872,The Technomancer,30,2016.0,7,161,0.01,0.01,0.0,0.0,0.03,68.0,12.0,7.4,55.0,1355,5
14873,Resident Evil 5 HD,18,2016.0,0,85,0.02,0.0,0.0,0.01,0.03,70.0,4.0,7.8,4.0,1539,1
14874,Aegis of Earth: Protonovus Assault,20,2016.0,0,383,0.01,0.01,0.0,0.01,0.03,70.0,4.0,8.3,8.0,46,7
14875,Teddy Together,2,2016.0,9,361,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,96,1
14876,Clannad: Mitsumi Mamoru Sakamichi de - Gekan,19,2010.0,1,414,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14877,Guild Wars: Nightfall,13,2006.0,7,345,0.0,0.02,0.0,0.0,0.03,84.0,30.0,8.7,104.0,94,7
14878,NatGeo Challenge! Wild Life,28,2010.0,3,70,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14879,Archer Maclean Presents: Pool Paradise,7,2004.0,10,235,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14880,Sengoku Efuda Yuugi: Hototogisu Tairan,19,2010.0,11,253,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14881,Battlezone,19,2006.0,8,53,0.02,0.0,0.0,0.0,0.03,57.0,13.0,7.8,4.0,1092,2
14882,Ookiku Furikabutte: Honto no Ace ni Nareru kamo,4,2007.0,10,303,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14883,Medal of Honor: Vanguard,16,2007.0,8,139,0.0,0.0,0.03,0.0,0.03,63.0,29.0,6.1,34.0,477,7
14884,Touch Shot! Love Application,17,2012.0,1,98,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14885,Nanotek Warrior,15,1997.0,8,545,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14886,Galileo,4,2008.0,1,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14887,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,18,2015.0,3,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14888,Cake Mania: Baker's Challenge,16,2008.0,5,123,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1272,1
14889,Super Monkey Ball Adventure,16,2006.0,4,448,0.01,0.01,0.0,0.0,0.03,53.0,32.0,6.7,10.0,1432,1
14890,Captain Tsubasa J: The Way to World Youth,23,1995.0,10,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14891,Madden NFL 07,6,2006.0,10,139,0.02,0.01,0.0,0.0,0.03,68.0,4.0,9.3,4.0,511,1
14892,One Piece: Daikaizoku Coliseum,2,2016.0,2,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14893,Renegade Racers,15,1999.0,6,248,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14894,The Legend of Korra (3DS),2,2014.0,11,21,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14895,MySims,13,2008.0,9,139,0.0,0.02,0.0,0.0,0.03,70.0,12.0,6.4,8.0,445,1
14896,The Sims 2: Bon Voyage,13,2007.0,9,139,0.01,0.01,0.0,0.0,0.03,74.0,9.0,7.3,24.0,909,7
14897,AniMates!,4,2007.0,9,284,0.02,0.0,0.0,0.0,0.03,33.0,4.0,2.5,4.0,425,1
14898,Franklin the Turtle,6,2005.0,3,183,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14899,Senran Kagura: Bon Appétit!,20,2014.0,3,301,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14900,Star Wars The Clone Wars: Republic Heroes,13,2009.0,0,290,0.0,0.02,0.0,0.0,0.03,46.0,9.0,4.7,46.0,863,7
14901,The Peanuts Movie: Snoopy's Grand Adventure,18,2015.0,0,21,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,50,1
14902,My Ballet Studio,26,2009.0,9,6,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,27,1
14903,Backyard NFL Football,26,2007.0,10,53,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14904,Aegis of Earth: Protonovus Assault,18,2016.0,0,383,0.02,0.0,0.0,0.0,0.03,57.0,11.0,7.8,9.0,46,7
14905,Gauntlet / Rampart,6,2005.0,3,569,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,456,1
14906,Bully: Scholarship Edition,13,2008.0,0,497,0.0,0.02,0.0,0.0,0.03,72.0,11.0,7.5,257.0,880,7
14907,River King: Wonderful Journey,16,2005.0,10,6,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14908,Sengoku Otome: Legend Battle,20,2016.0,0,533,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14909,RollerCoaster Tycoon 2: Triple Thrill Pack,13,2003.0,11,53,0.0,0.02,0.0,0.0,0.03,70.0,4.0,3.2,26.0,555,1
14910,Justice League Heroes: The Flash,6,2006.0,0,138,0.02,0.01,0.0,0.0,0.03,72.0,8.0,7.4,7.0,1628,2
14911,Pop Cutie! Street Fashion Simulation (JP sales),4,2008.0,9,503,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14912,Harvest Moon: Skytree Village,2,2016.0,9,350,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.4,7.0,987,1
14913,Age of Empires III: Gold Edition,13,2007.0,11,325,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,6.0,490,7
14914,Bae Yong-joon to Manabu Kankokugo DS,4,2009.0,3,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14915,World War II Combat: Road To Berlin,29,2006.0,8,208,0.02,0.01,0.0,0.0,0.03,70.0,4.0,1.2,5.0,410,5
14916,Metal Saga,16,2005.0,7,476,0.01,0.01,0.0,0.0,0.03,62.0,26.0,7.3,9.0,334,7
14917,Divinity II: Flames of Vengeance,13,2010.0,7,113,0.0,0.02,0.0,0.01,0.03,72.0,4.0,8.3,15.0,837,5
14918,CID The Dummy,26,2009.0,4,380,0.02,0.0,0.0,0.0,0.03,31.0,7.0,7.8,4.0,1530,2
14919,Battlefield 2142,13,2006.0,8,139,0.0,0.02,0.0,0.0,0.03,80.0,48.0,6.8,326.0,437,7
14920,Imagine: Sweet 16,4,2010.0,9,528,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,857,1
14921,Last Escort 2: Shinya no Amai Toge,16,2008.0,1,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14922,Pop'n Music 13 Carnival,16,2006.0,9,277,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14923,Air Conflicts: Secret Wars,13,2011.0,9,572,0.0,0.02,0.0,0.01,0.03,65.0,5.0,6.4,24.0,593,7
14924,Bookworm,6,2004.0,5,533,0.02,0.01,0.0,0.0,0.03,62.0,5.0,7.8,4.0,1131,1
14925,Monster Mayhem: Build and Battle,26,2009.0,9,571,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,241,2
14926,Tokushu Houdoubu,20,2012.0,1,364,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14927,My DoItAll,4,2009.0,3,515,0.02,0.0,0.0,0.0,0.03,60.0,4.0,7.8,4.0,1497,1
14928,Shakugan no Shana,16,2006.0,1,314,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14929,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,4,2008.0,0,464,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14930,Lost Planet 2,13,2010.0,8,85,0.0,0.02,0.0,0.0,0.03,63.0,15.0,6.3,87.0,268,7
14931,Kawasaki Snowmobiles,26,2008.0,6,320,0.02,0.0,0.0,0.0,0.03,70.0,4.0,2,6.0,373,1
14932,X3: Terran Conflict,13,2008.0,9,121,0.0,0.02,0.0,0.0,0.03,73.0,16.0,7.9,222.0,467,7
14933,The King of Fighters: Maximum Impact - Maniax,29,2008.0,2,533,0.02,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14934,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,19,2011.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14935,HotBrain,19,2007.0,5,327,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14936,Hankou Shashin,21,1996.0,1,241,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14937,Little Busters! Converted Edition,20,2012.0,0,414,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14938,Open Season,16,2006.0,4,528,0.01,0.01,0.0,0.0,0.03,57.0,6.0,7.8,4.0,1539,2
14939,Pro Yakyuu Family Stadium,26,2008.0,10,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14940,Marker Man Adventures,4,2009.0,4,298,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,615,1
14941,Monster Hunter Frontier Online: Forward 2,28,2011.0,7,85,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14942,Agatha Christie's The ABC Murders,18,2016.0,1,323,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0,931,7
14943,Moyashimon DS,4,2009.0,0,496,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14944,Ocean Commander,26,2009.0,9,534,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,354,1
14945,Let's Play Ballerina,26,2010.0,10,121,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1663,1
14946,Atari Flashback Classics: Volume 1,18,2016.0,3,53,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,125,1
14947,A Ressha de Gyoukou 2001,16,2001.0,9,43,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14948,Starry ? Sky: In Autumn,19,2010.0,3,47,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14949,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,17,2016.0,3,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14950,Pitball,15,1996.0,10,511,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14951,D.C. III: Da Capo III,19,2013.0,1,264,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14952,Combat Wings: The Great Battles of WWII,26,2008.0,9,88,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,294,1
14953,Judge Dredd: Dredd Vs Death,16,2003.0,8,60,0.01,0.01,0.0,0.0,0.03,52.0,13.0,5.3,9.0,1190,5
14954,Ducati Moto,4,2008.0,6,544,0.02,0.0,0.0,0.0,0.03,69.0,4.0,7.8,4.0,25,1
14955,Drome Racers,6,2003.0,6,491,0.02,0.01,0.0,0.0,0.03,73.0,9.0,7.8,4.0,959,1
14956,SWAT 4,13,2005.0,8,548,0.0,0.02,0.0,0.0,0.03,85.0,49.0,8.6,224.0,756,5
14957,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,19,2012.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14958,Heroes of Hellas 2: Olympia,4,2012.0,5,533,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14959,X-Men Origins: Wolverine - Uncaged Edition,13,2009.0,0,21,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14960,Battlefield 1942,13,2002.0,8,139,0.01,0.01,0.0,0.0,0.03,89.0,27.0,8.6,327.0,401,7
14961,Tenkaichi * Sengoku Lovers,4,2010.0,1,434,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14962,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,17,2013.0,3,390,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14963,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,16,2007.0,3,448,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14964,Bode Miller Alpine Skiing,16,2006.0,10,534,0.01,0.01,0.0,0.0,0.03,70.0,4.0,6.6,5.0,23,1
14965,Magicka Collection,13,2011.0,1,533,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.5,6.0,1095,7
14966,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,6,2006.0,7,303,0.0,0.0,0.02,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14967,R-Type Delta,15,1998.0,8,253,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14968,Petz: Catz Playground,4,2010.0,9,528,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14969,Senjou no Waltz,20,2014.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14970,Angelique: Maren no Rokukishi,19,2011.0,1,233,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14971,Secrets of the Titanic,4,2012.0,0,58,0.0,0.02,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14972,Captain Morgane and the Golden Turtle,13,2012.0,1,429,0.0,0.02,0.0,0.0,0.03,54.0,6.0,6.2,11.0,1642,1
14973,Napoleon Dynamite: The Game,4,2007.0,5,101,0.02,0.0,0.0,0.0,0.03,45.0,9.0,7.3,4.0,31,2
14974,Soul Eater: Battle Resonance,19,2009.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14975,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,4,2008.0,3,110,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14976,The Great Battle Gaiden 2: Matsuri da Wasshoi,23,1994.0,0,63,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14977,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,4,2008.0,9,78,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14978,Rock 'N' Roll Adventures,26,2007.0,4,411,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,373,1
14979,War Gods,15,1996.0,2,178,0.01,0.01,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14980,Monster Mayhem: Build and Battle,4,2009.0,9,571,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,241,1
14981,BlazBlue: Chrono Phantasma Extend,20,2015.0,0,383,0.0,0.02,0.0,0.01,0.03,70.0,4.0,6.8,13.0,92,7
14982,Legend of Kay Anniversary,18,2015.0,0,369,0.0,0.02,0.0,0.0,0.03,62.0,22.0,6.4,11.0,997,2
14983,Evangelion: Jo,16,2009.0,0,349,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14984,Duke Nukem 3D: 20th Anniversary World Tour,30,2016.0,8,192,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,599,5
14985, Beyblade Burst,2,2016.0,7,167,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14986,Dungeon Siege II,13,2005.0,7,325,0.0,0.02,0.0,0.0,0.03,80.0,51.0,7.9,159.0,597,5
14987,Doki Oki,15,1995.0,1,63,0.0,0.0,0.02,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14988,Gakuen Alice: WakuWaku * Happy Friends,4,2007.0,1,272,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14989,Battlestations: Pacific,13,2009.0,11,138,0.0,0.02,0.0,0.0,0.03,74.0,31.0,8.4,46.0,469,7
14990,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,20,2012.0,1,87,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14991,Konohana 2: Todoke Kanai Requiem,16,2002.0,1,476,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14992,Derby Time 2006,19,2006.0,10,458,0.0,0.0,0.03,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14993,I Heart Geeks,4,2011.0,5,82,0.02,0.0,0.0,0.0,0.03,70.0,4.0,7.8,4.0,1539,1
14994,The Legend of Heroes: Trails in the Sky Third Chapter,20,2016.0,7,360,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
14995,Let's Dance with Mel B,17,2011.0,10,70,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
14996,Jewel Quest 5: The Sleepless Star,4,2012.0,0,285,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
14997,MAPLUS: Portable Navi 3,19,2009.0,3,137,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
14998,Neverwinter Nights Diamond,13,2004.0,7,53,0.0,0.02,0.0,0.0,0.02,70.0,4.0,8.2,11.0,196,5
14999,DEATH NOTE: L o Tsugu Mono,4,2007.0,1,277,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15000,ZooCube,7,2002.0,5,17,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.1,7.0,1153,1
15001,GRID Autosport,13,2014.0,6,91,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,305,1
15002,Spy Hunter / Super Sprint,6,2005.0,6,569,0.02,0.01,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15003,Demon Gaze 2,20,2014.0,7,155,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15004,Clover no Kuni no Alice: Wonderful Wonder World,16,2010.0,1,414,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15005,Otometeki Koi Kakumei * Love Revo! Portable,19,2010.0,1,233,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15006,Room Zoom: Race for Impact,29,2004.0,6,257,0.02,0.01,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15007,Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,20,2013.0,1,7,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15008,Tube Slider,7,2008.0,6,533,0.02,0.0,0.0,0.0,0.02,62.0,21.0,7.8,4.0,994,1
15009,America Oudan Ultra-Quiz,21,1995.0,3,541,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15010,DoDonPachi Dai-Oujou: Black Label Extra,28,2009.0,8,7,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15011,Shinseiki Evangelion: Battle Orchestra,16,2007.0,2,78,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15012,Let's Play Garden,26,2010.0,9,121,0.02,0.0,0.0,0.0,0.02,70.0,4.0,7.8,4.0,381,1
15013,My Animal Centre,26,2009.0,9,121,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15014,Blade Arcus from Shining EX,18,2015.0,2,448,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15015,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,17,2015.0,1,349,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15016,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,4,2008.0,0,349,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15017,Battlefield 2: Modern Combat(JP sales),16,2005.0,8,139,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15018,Petz: Dolphinz Encounter,4,2009.0,9,528,0.01,0.01,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15019,The Lord of the Rings: Conquest,13,2009.0,0,139,0.0,0.02,0.0,0.0,0.02,57.0,24.0,6.7,42.0,1085,7
15020,The Idolmaster: Gravure For You! Vol.7,17,2012.0,0,349,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15021,Monster High: New Ghoul in School,28,2015.0,0,288,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1503,1
15022,Stake: Fortune Fighters,29,2003.0,2,320,0.02,0.01,0.0,0.0,0.02,26.0,8.0,3.7,6.0,592,7
15023,Assault Suit Leynos,18,2016.0,8,432,0.02,0.0,0.0,0.0,0.02,67.0,8.0,7.8,4.0,421,2
15024,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,17,2008.0,1,139,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15025,Serious Sam Advance,6,2004.0,8,201,0.02,0.01,0.0,0.0,0.02,51.0,9.0,7.2,10.0,299,5
15026,Pop'n Music 12 Iroha,16,2006.0,9,277,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15027,Foto Showdown,4,2010.0,7,533,0.02,0.0,0.0,0.0,0.02,70.0,4.0,7.8,4.0,63,1
15028,Juusanshi Engi Engetsu Sangokuden 2,19,2014.0,0,233,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15029,Turbo: Super Stunt Squad,27,2013.0,10,110,0.0,0.02,0.0,0.0,0.02,70.0,4.0,3.9,8.0,960,1
15030,BeatMania IIDX 11: IIDX Red,16,2006.0,9,277,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15031,Disney Planes Fire & Rescue,27,2014.0,0,127,0.01,0.01,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15032,Let's Dance with Mel B,26,2011.0,10,70,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,850,7
15033,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,7,2005.0,10,277,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15034,Road Trip: The Arcade Edition,7,2002.0,6,569,0.02,0.0,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1437,1
15035,Alien Breed Trilogy,28,2011.0,8,305,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15036,No More Heroes: Heroes' Paradise,28,2010.0,0,303,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15037,Virtua Tennis: World Tour (jp sales),19,2005.0,10,448,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15038,Captain Morgane and the Golden Turtle,4,2012.0,1,429,0.0,0.02,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1642,1
15039,Cold War,29,2005.0,8,129,0.02,0.01,0.0,0.0,0.02,60.0,25.0,8,4.0,952,7
15040,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,19,2012.0,0,7,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15041,Steel Battalion: Line of Contact,29,2004.0,9,85,0.02,0.01,0.0,0.0,0.02,70.0,19.0,8,8.0,268,7
15042,Reco Love: Blue Ocean,20,2016.0,1,264,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15043,Ken to Mahou to Gakuen Mono. 2G,17,2010.0,7,20,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15044,NBA Starting Five,29,2002.0,10,277,0.02,0.01,0.0,0.0,0.02,48.0,4.0,5.5,4.0,815,1
15045,Kami Naru Kimi to,19,2011.0,1,233,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15046,Spy Hunter: Nowhere To Run,16,2006.0,6,327,0.01,0.01,0.0,0.0,0.02,51.0,21.0,6,6.0,1472,7
15047,Ikki Tousen: Eloquent Fist,19,2008.0,2,303,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15048,Final Fantasy XIV: Heavensward,13,2015.0,0,467,0.01,0.01,0.0,0.0,0.02,86.0,14.0,7.7,255.0,1365,7
15049,Omega Quintet,18,2014.0,7,98,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,314,7
15050,Disney's Magical Quest 3 Starring Mickey and Donald,6,2003.0,0,85,0.02,0.01,0.0,0.0,0.02,58.0,7.0,7.8,4.0,803,1
15051,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,17,2015.0,0,349,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15052,Carmen Sandiego: The Secret of the Stolen Drums,29,2004.0,0,60,0.02,0.01,0.0,0.0,0.02,53.0,7.0,7.8,4.0,108,1
15053,Strike Witches 2: Iyasu Naosu Punipunisuru,4,2010.0,0,265,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15054,Final Fantasy XIV: Heavensward,17,2015.0,0,467,0.01,0.0,0.01,0.0,0.02,70.0,4.0,8.2,72.0,1365,7
15055,Diabolik Lovers: Vandead Carnival,20,2014.0,0,233,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15056,"Ed, Edd n Eddy: The Mis-Edventures",29,2005.0,4,327,0.02,0.01,0.0,0.0,0.02,56.0,6.0,7.7,6.0,108,1
15057,Bunmei Haruka: Aoiza Ibunroku,19,2011.0,0,167,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15058,Atari Flashback Classics: Volume 2,18,2016.0,3,53,0.02,0.0,0.0,0.0,0.02,70.0,4.0,7.8,4.0,125,1
15059,Vantage Master Portable,19,2008.0,7,157,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15060,Viva Pinata,13,2007.0,9,325,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.8,20.0,300,1
15061,Lilpri DS: Hime-Chen! Apple Pink,4,2010.0,1,448,0.0,0.0,0.02,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
15062,Moto Racer DS,4,2008.0,6,367,0.0,0.02,0.0,0.0,0.02,73.0,6.0,7.8,4.0,107,1
15063,Neverwinter Nights 2,13,2006.0,7,53,0.0,0.02,0.0,0.0,0.02,82.0,46.0,6.5,565.0,1050,7
15064,O.M.G. 26 - Our Mini Games,4,2007.0,5,6,0.02,0.0,0.0,0.0,0.02,70.0,4.0,7.8,4.0,1539,1
